"date","Owners","event","link","color","Price","val3"
"2020-04-29","2256000","","","","9.99",""
"2020-04-30","2252000","","","","9.99",""
"2020-05-01","2258000","","","","9.99",""
"2020-05-02","2260000","","","","9.99",""
"2020-05-03","1553000","","","#2B6A94","9.99",""
"2020-05-04","1552000","","","","9.99",""
"2020-05-05","1552000","","","","9.99",""
"2020-05-06","1552000","","","","9.99",""
"2020-05-07","2255000","","","","9.99",""
"2020-05-08","2252000","","","","9.99",""
"2020-05-09","1556000","","","","9.99",""
"2020-05-10","2258000","","","#2B6A94","9.99",""
"2020-05-11","1556000","","","","9.99",""
"2020-05-12","2256000","","","","9.99",""
"2020-05-13","2253000","","","","9.99",""
"2020-05-14","2255000","","","","9.99",""
"2020-05-15","2255000","","","","9.99",""
"2020-05-16","1554000","","","","9.99",""
"2020-05-17","2265000","","","#2B6A94","9.99",""
"2020-05-18","2256000","","","","9.99",""
"2020-05-19","2258000","","","","9.99",""
"2020-05-20","1005000","","","","9.99",""
"2020-05-21","1560000","","","","9.99",""
"2020-05-22","1561000","","","","9.99",""
"2020-05-23","2258000","","","","9.99",""
"2020-05-24","2262000","","","#2B6A94","9.99",""
"2020-05-25","2262000","","","","9.99",""
"2020-05-26","2258000","","","","9.99",""
